week,state,percent_positive,total_antigen_detection_tests,update_dts
2023-05-13,ID,0,0.667,2023-12-23-193441886768
2023-05-20,ID,0,0.667,2023-12-23-193441886768
2023-05-27,ID,0,0.333,2023-12-23-193441886768
2023-06-03,ID,0,0.333,2023-12-23-193441886768
2023-06-10,ID,0,0,2023-12-23-193441886768
2023-06-17,ID,0,0,2023-12-23-193441886768
2023-06-24,ID,0,0.667,2023-12-23-193441886768
2023-07-01,ID,0,1.333,2023-12-23-193441886768
2023-07-08,ID,0,1.667,2023-12-23-193441886768
2023-07-15,ID,0,1,2023-12-23-193441886768
2023-07-22,ID,0,0.667,2023-12-23-193441886768
2023-07-29,ID,0,0.333,2023-12-23-193441886768
2023-08-05,ID,0,0.333,2023-12-23-193441886768
2023-08-12,ID,0,0.333,2023-12-23-193441886768
2023-08-19,ID,0,0.333,2023-12-23-193441886768
2023-08-26,ID,0,0.333,2023-12-23-193441886768
2023-09-02,ID,0,0.333,2023-12-23-193441886768
2023-09-09,ID,0,0.333,2023-12-23-193441886768
2023-09-16,ID,0,0.667,2023-12-23-193441886768
2023-09-23,ID,0,1,2023-12-23-193441886768
2023-09-30,ID,0,1.333,2023-12-23-193441886768
2023-10-07,ID,0,1.333,2023-12-23-193441886768
2023-10-14,ID,0,0.667,2023-12-23-193441886768
2023-10-21,ID,0,2,2023-12-23-193441886768
2023-10-28,ID,0,2.333,2023-12-23-193441886768
2023-11-04,ID,0,2.667,2023-12-23-193441886768
2023-11-11,ID,0,1,2023-12-23-193441886768
2023-11-18,ID,0,2,2023-12-23-193441886768
2023-11-25,ID,0,5,2023-12-23-193441886768
2023-12-02,ID,11.429,7.333,2023-12-23-193441886768
2023-12-09,ID,4.762,7.333,2023-12-23-193441886768
2023-12-16,ID,7.143,6,2023-12-23-193441886768
2021-12-25,IL,0,0,2023-12-23-193441886768
2022-01-01,IL,11.111,0,2023-12-23-193441886768
2022-01-08,IL,17.778,0,2023-12-23-193441886768
2022-01-15,IL,17.778,0,2023-12-23-193441886768
2022-01-22,IL,6.667,0,2023-12-23-193441886768
2022-01-29,IL,0,0,2023-12-23-193441886768
2022-02-05,IL,0,0,2023-12-23-193441886768
2022-02-12,IL,0,0,2023-12-23-193441886768
2022-02-19,IL,0,0,2023-12-23-193441886768
2022-02-26,IL,0,0,2023-12-23-193441886768
2022-03-05,IL,0,0,2023-12-23-193441886768
2022-03-12,IL,0,0,2023-12-23-193441886768
2022-03-19,IL,0,0,2023-12-23-193441886768
2022-03-26,IL,0,0,2023-12-23-193441886768
2022-04-02,IL,0,0,2023-12-23-193441886768
2022-04-09,IL,3.333,0,2023-12-23-193441886768
2022-04-16,IL,3.333,0,2023-12-23-193441886768
2022-04-23,IL,3.333,0,2023-12-23-193441886768
2022-04-30,IL,0,0,2023-12-23-193441886768
2022-05-07,IL,0,0,2023-12-23-193441886768
2022-05-14,IL,6.667,0,2023-12-23-193441886768
2022-05-21,IL,23.333,0,2023-12-23-193441886768
2022-05-28,IL,23.333,0,2023-12-23-193441886768
2022-06-04,IL,27.778,0,2023-12-23-193441886768
2022-06-11,IL,11.111,0,2023-12-23-193441886768
2022-06-18,IL,19.444,0,2023-12-23-193441886768
2022-06-25,IL,8.333,0,2023-12-23-193441886768
2022-07-02,IL,8.333,0,2023-12-23-193441886768
2022-07-09,IL,0,0,2023-12-23-193441886768
2022-07-16,IL,0,0,2023-12-23-193441886768
2022-07-23,IL,0,0,2023-12-23-193441886768
2022-07-30,IL,0,0,2023-12-23-193441886768
2022-08-06,IL,0,0,2023-12-23-193441886768
2022-08-13,IL,0,0,2023-12-23-193441886768
2022-08-20,IL,8.333,0,2023-12-23-193441886768
2022-08-27,IL,11.364,0,2023-12-23-193441886768
2022-09-03,IL,11.364,0,2023-12-23-193441886768
2022-09-10,IL,19.697,0,2023-12-23-193441886768
2022-09-17,IL,19.048,0,2023-12-23-193441886768
2022-09-24,IL,24.603,0,2023-12-23-193441886768
2022-10-01,IL,14.603,0,2023-12-23-193441886768
2022-10-08,IL,26.508,0,2023-12-23-193441886768
2022-10-15,IL,28.36,0,2023-12-23-193441886768
2022-10-22,IL,25.026,0,2023-12-23-193441886768
2022-10-29,IL,16.296,0,2023-12-23-193441886768
2022-11-05,IL,15.238,0,2023-12-23-193441886768
2022-11-12,IL,15.476,0,2023-12-23-193441886768
2022-11-19,IL,14.859,0,2023-12-23-193441886768
2022-11-26,IL,9.462,0,2023-12-23-193441886768
2022-12-03,IL,10.52,0,2023-12-23-193441886768
2022-12-10,IL,5.582,0,2023-12-23-193441886768
2022-12-17,IL,4.63,0,2023-12-23-193441886768
2022-12-24,IL,8.333,0,2023-12-23-193441886768
2022-12-31,IL,10.556,0,2023-12-23-193441886768
2023-01-07,IL,17.963,0,2023-12-23-193441886768
2023-01-14,IL,16.296,0,2023-12-23-193441886768
2023-01-21,IL,17.407,0,2023-12-23-193441886768
2023-01-28,IL,14.762,0,2023-12-23-193441886768
2023-02-04,IL,11.126,0,2023-12-23-193441886768
2023-02-11,IL,15.2,0,2023-12-23-193441886768
2023-02-18,IL,10.438,0,2023-12-23-193441886768
2023-02-25,IL,7.407,0,2023-12-23-193441886768
2023-03-04,IL,0,0,2023-12-23-193441886768
2023-03-11,IL,0,0,2023-12-23-193441886768
2023-03-18,IL,0,0,2023-12-23-193441886768
2023-03-25,IL,0,0,2023-12-23-193441886768
2023-04-01,IL,0,0,2023-12-23-193441886768
2023-04-08,IL,8.333,0,2023-12-23-193441886768
2023-04-15,IL,8.333,0,2023-12-23-193441886768
2023-04-22,IL,8.333,0,2023-12-23-193441886768
2023-04-29,IL,8.333,0,2023-12-23-193441886768
2023-05-06,IL,8.333,0,2023-12-23-193441886768
2023-05-13,IL,8.333,0,2023-12-23-193441886768
2023-05-20,IL,0,0,2023-12-23-193441886768
2023-05-27,IL,0,0,2023-12-23-193441886768
2023-06-03,IL,0,0,2023-12-23-193441886768
2023-06-10,IL,0,0,2023-12-23-193441886768
2023-06-17,IL,0,0,2023-12-23-193441886768
2023-06-24,IL,0,0,2023-12-23-193441886768
2023-07-01,IL,0,0,2023-12-23-193441886768
2023-07-08,IL,0,0,2023-12-23-193441886768
2023-07-15,IL,0,0,2023-12-23-193441886768
2023-07-22,IL,0,0,2023-12-23-193441886768
2023-07-29,IL,0,0,2023-12-23-193441886768
2023-08-05,IL,0,0,2023-12-23-193441886768
2023-08-12,IL,0,0,2023-12-23-193441886768
2023-08-19,IL,0,0,2023-12-23-193441886768
2023-08-26,IL,0,0,2023-12-23-193441886768
2023-09-02,IL,0,0,2023-12-23-193441886768
2023-09-09,IL,0,0,2023-12-23-193441886768
2023-09-16,IL,0,0,2023-12-23-193441886768
2023-09-23,IL,2.778,0,2023-12-23-193441886768
2023-09-30,IL,2.778,0,2023-12-23-193441886768
2023-10-07,IL,11.111,0,2023-12-23-193441886768
2023-10-14,IL,16.026,0,2023-12-23-193441886768
2023-10-21,IL,25.549,0,2023-12-23-193441886768
2023-10-28,IL,21.762,0,2023-12-23-193441886768
2023-11-04,IL,19.403,0,2023-12-23-193441886768
2023-11-11,IL,16.545,0,2023-12-23-193441886768
2023-11-18,IL,12,0,2023-12-23-193441886768
2023-11-25,IL,13.684,0,2023-12-23-193441886768
2023-12-02,IL,12.9,0,2023-12-23-193441886768
2023-12-09,IL,0,0,2023-12-23-193441886768
2023-12-16,IL,0,0,2023-12-23-193441886768
2021-12-25,IN,0,0,2023-12-23-193441886768
2022-01-01,IN,0,0,2023-12-23-193441886768
2022-01-08,IN,0,0,2023-12-23-193441886768
2022-01-15,IN,1.667,0,2023-12-23-193441886768
2022-01-22,IN,1.667,0,2023-12-23-193441886768
2022-01-29,IN,1.667,0,2023-12-23-193441886768
2022-02-05,IN,0,0,2023-12-23-193441886768
2022-02-12,IN,0,0,2023-12-23-193441886768
2022-02-19,IN,0,0,2023-12-23-193441886768
2022-02-26,IN,0,0,2023-12-23-193441886768
2022-03-05,IN,0,0,2023-12-23-193441886768
2022-03-12,IN,0,0,2023-12-23-193441886768
2022-03-19,IN,0,0,2023-12-23-193441886768
2022-03-26,IN,0,0,2023-12-23-193441886768
2022-04-02,IN,0,0,2023-12-23-193441886768
2022-04-09,IN,0,0,2023-12-23-193441886768
2022-04-16,IN,0,0,2023-12-23-193441886768
2022-04-23,IN,0,0,2023-12-23-193441886768
2022-04-30,IN,0,0,2023-12-23-193441886768
2022-05-07,IN,0,0,2023-12-23-193441886768
2022-05-14,IN,0,0,2023-12-23-193441886768
2022-05-21,IN,0,0,2023-12-23-193441886768
2022-05-28,IN,0,0,2023-12-23-193441886768
2022-06-04,IN,0,0,2023-12-23-193441886768
2022-06-11,IN,0,0,2023-12-23-193441886768
2022-06-18,IN,0,0,2023-12-23-193441886768
2022-06-25,IN,0,0,2023-12-23-193441886768
2022-07-02,IN,0,0,2023-12-23-193441886768
2022-07-09,IN,11.111,0,2023-12-23-193441886768
2022-07-16,IN,11.111,0,2023-12-23-193441886768
2022-07-23,IN,11.111,0,2023-12-23-193441886768
2022-07-30,IN,0,0,2023-12-23-193441886768
2022-08-06,IN,0,0,2023-12-23-193441886768
2022-08-13,IN,0,0,2023-12-23-193441886768
2022-08-20,IN,11.111,0,2023-12-23-193441886768
2022-08-27,IN,24.444,0,2023-12-23-193441886768
2022-09-03,IN,24.444,0,2023-12-23-193441886768
2022-09-10,IN,13.333,0,2023-12-23-193441886768
2022-09-17,IN,0,0,2023-12-23-193441886768
2022-09-24,IN,6.667,0,2023-12-23-193441886768
2022-10-01,IN,12.222,0,2023-12-23-193441886768
2022-10-08,IN,28.889,0,2023-12-23-193441886768
2022-10-15,IN,22.222,0,2023-12-23-193441886768
2022-10-22,IN,24.359,0,2023-12-23-193441886768
2022-10-29,IN,14.359,0,2023-12-23-193441886768
2022-11-05,IN,19.121,0,2023-12-23-193441886768
2022-11-12,IN,16.984,0,2023-12-23-193441886768
2022-11-19,IN,23.651,0,2023-12-23-193441886768
2022-11-26,IN,18.889,0,2023-12-23-193441886768
2022-12-03,IN,18.462,0,2023-12-23-193441886768
2022-12-10,IN,5.128,0,2023-12-23-193441886768
2022-12-17,IN,5.128,0,2023-12-23-193441886768
2022-12-24,IN,0,0,2023-12-23-193441886768
2022-12-31,IN,0,0,2023-12-23-193441886768
2023-01-07,IN,0,0,2023-12-23-193441886768
2023-01-14,IN,0,0,2023-12-23-193441886768
2023-01-21,IN,0,0,2023-12-23-193441886768
2023-01-28,IN,0,0,2023-12-23-193441886768
2023-02-04,IN,0,0,2023-12-23-193441886768
2023-02-11,IN,0,0,2023-12-23-193441886768
2023-02-18,IN,0,0,2023-12-23-193441886768
2023-02-25,IN,0,0,2023-12-23-193441886768
2023-03-04,IN,0,0,2023-12-23-193441886768
2023-03-11,IN,0,0,2023-12-23-193441886768
2023-03-18,IN,0,0,2023-12-23-193441886768
2023-03-25,IN,0,0,2023-12-23-193441886768
2023-04-01,IN,0,0,2023-12-23-193441886768
2023-04-08,IN,0,0,2023-12-23-193441886768
2023-04-15,IN,5.556,0,2023-12-23-193441886768
2023-04-22,IN,5.556,0,2023-12-23-193441886768
2023-04-29,IN,5.556,0,2023-12-23-193441886768
2023-05-06,IN,0,0,2023-12-23-193441886768
2023-05-13,IN,0,0,2023-12-23-193441886768
2023-05-20,IN,0,0,2023-12-23-193441886768
2023-05-27,IN,0,0,2023-12-23-193441886768
2023-06-03,IN,0,0,2023-12-23-193441886768
2023-06-10,IN,0,0,2023-12-23-193441886768
2023-06-17,IN,0,0,2023-12-23-193441886768
2023-06-24,IN,0,0,2023-12-23-193441886768
2023-07-01,IN,0,0,2023-12-23-193441886768
2023-07-08,IN,0,0,2023-12-23-193441886768
2023-07-15,IN,0,0,2023-12-23-193441886768
2023-07-22,IN,0,0,2023-12-23-193441886768
2023-07-29,IN,0,0,2023-12-23-193441886768
2023-08-05,IN,0,0,2023-12-23-193441886768
2023-08-12,IN,0,0,2023-12-23-193441886768
2023-08-19,IN,0,0,2023-12-23-193441886768
2023-08-26,IN,0,0,2023-12-23-193441886768
2023-09-02,IN,0,0,2023-12-23-193441886768
2023-09-09,IN,0,0,2023-12-23-193441886768
2023-09-16,IN,0,0,2023-12-23-193441886768
2023-09-23,IN,0,0,2023-12-23-193441886768
2023-09-30,IN,0,0,2023-12-23-193441886768
2023-10-07,IN,0,0,2023-12-23-193441886768
2023-10-14,IN,11.111,0,2023-12-23-193441886768
2023-10-21,IN,11.111,0,2023-12-23-193441886768
2023-10-28,IN,11.111,0,2023-12-23-193441886768
2023-11-04,IN,0,0,2023-12-23-193441886768
2023-11-11,IN,0,0,2023-12-23-193441886768
2023-11-18,IN,0,0,2023-12-23-193441886768
2023-11-25,IN,0,0,2023-12-23-193441886768
2023-12-02,IN,0,0,2023-12-23-193441886768
2023-12-09,IN,0,0,2023-12-23-193441886768
2023-12-16,IN,0,0,2023-12-23-193441886768
2021-12-25,IA,2.706,21.333,2023-12-23-193441886768
2022-01-01,IA,3.94,25.667,2023-12-23-193441886768
2022-01-08,IA,4.602,22.333,2023-12-23-193441886768
2022-01-15,IA,3.086,21,2023-12-23-193441886768
2022-01-22,IA,1.852,16,2023-12-23-193441886768
2022-01-29,IA,0,15,2023-12-23-193441886768
2022-02-05,IA,5.556,13,2023-12-23-193441886768
2022-02-12,IA,9.259,15,2023-12-23-193441886768
2022-02-19,IA,10.45,19.333,2023-12-23-193441886768
2022-02-26,IA,4.894,17.667,2023-12-23-193441886768
2022-03-05,IA,4.699,18,2023-12-23-193441886768
2022-03-12,IA,3.509,12.667,2023-12-23-193441886768
2022-03-19,IA,7.212,13.333,2023-12-23-193441886768
2022-03-26,IA,5.664,12.667,2023-12-23-193441886768
2022-04-02,IA,5.664,11.667,2023-12-23-193441886768
2022-04-09,IA,1.961,10.667,2023-12-23-193441886768
2022-04-16,IA,0,7.333,2023-12-23-193441886768
2022-04-23,IA,0,5.333,2023-12-23-193441886768
2022-04-30,IA,0,5.333,2023-12-23-193441886768
2022-05-07,IA,0,4.333,2023-12-23-193441886768
2022-05-14,IA,5.556,5.333,2023-12-23-193441886768
2022-05-21,IA,5.556,5.333,2023-12-23-193441886768
2022-05-28,IA,5.556,6.667,2023-12-23-193441886768
2022-06-04,IA,0,6,2023-12-23-193441886768
2022-06-11,IA,0,4.667,2023-12-23-193441886768
2022-06-18,IA,0,2,2023-12-23-193441886768
2022-06-25,IA,0,2.333,2023-12-23-193441886768
2022-07-02,IA,0,3.333,2023-12-23-193441886768
2022-07-09,IA,0,3.667,2023-12-23-193441886768
2022-07-16,IA,11.111,4,2023-12-23-193441886768
2022-07-23,IA,16.667,4.333,2023-12-23-193441886768
2022-07-30,IA,20.37,7,2023-12-23-193441886768
2022-08-06,IA,15.926,6.667,2023-12-23-193441886768
2022-08-13,IA,17.037,6.333,2023-12-23-193441886768
2022-08-20,IA,13.333,5.667,2023-12-23-193441886768
2022-08-27,IA,6.667,7.333,2023-12-23-193441886768
2022-09-03,IA,0,8,2023-12-23-193441886768
2022-09-10,IA,0,10.333,2023-12-23-193441886768
2022-09-17,IA,2.778,11,2023-12-23-193441886768
2022-09-24,IA,6.624,17.333,2023-12-23-193441886768
2022-10-01,IA,6.624,19.333,2023-12-23-193441886768
2022-10-08,IA,10.096,20.667,2023-12-23-193441886768
2022-10-15,IA,12.028,37,2023-12-23-193441886768
2022-10-22,IA,24.264,56.667,2023-12-23-193441886768
2022-10-29,IA,29.836,108.667,2023-12-23-193441886768
2022-11-05,IA,36.594,122.667,2023-12-23-193441886768
2022-11-12,IA,35.392,144.667,2023-12-23-193441886768
2022-11-19,IA,33.81,138.333,2023-12-23-193441886768
2022-11-26,IA,30.798,157.667,2023-12-23-193441886768
2022-12-03,IA,28.026,187.333,2023-12-23-193441886768
2022-12-10,IA,24.557,179,2023-12-23-193441886768
2022-12-17,IA,19.795,148.667,2023-12-23-193441886768
2022-12-24,IA,14.738,105.333,2023-12-23-193441886768
2022-12-31,IA,13.967,79.333,2023-12-23-193441886768
2023-01-07,IA,11.379,66.667,2023-12-23-193441886768
2023-01-14,IA,8.174,42.667,2023-12-23-193441886768
2023-01-21,IA,3.761,40,2023-12-23-193441886768
2023-01-28,IA,1.587,30.667,2023-12-23-193441886768
2023-02-04,IA,2.778,29.333,2023-12-23-193441886768
2023-02-11,IA,2.34,25,2023-12-23-193441886768
2023-02-18,IA,3.32,30.333,2023-12-23-193441886768
2023-02-25,IA,7.13,27.667,2023-12-23-193441886768
2023-03-04,IA,5.98,23.667,2023-12-23-193441886768
2023-03-11,IA,5,21.333,2023-12-23-193441886768
2023-03-18,IA,0,20,2023-12-23-193441886768
2023-03-25,IA,0,17.333,2023-12-23-193441886768
2023-04-01,IA,0,8.667,2023-12-23-193441886768
2023-04-08,IA,0,4,2023-12-23-193441886768
2023-04-15,IA,4.762,3.333,2023-12-23-193441886768
2023-04-22,IA,4.762,4.667,2023-12-23-193441886768
2023-04-29,IA,4.762,6.333,2023-12-23-193441886768
2023-05-06,IA,0,6,2023-12-23-193441886768
2023-05-13,IA,0,6.333,2023-12-23-193441886768
2023-05-20,IA,13.333,5.667,2023-12-23-193441886768
2023-05-27,IA,13.333,4,2023-12-23-193441886768
2023-06-03,IA,13.333,2.333,2023-12-23-193441886768
2023-06-10,IA,0,1.333,2023-12-23-193441886768
2023-06-17,IA,0,1.333,2023-12-23-193441886768
2023-06-24,IA,0,2,2023-12-23-193441886768
2023-07-01,IA,0,1.667,2023-12-23-193441886768
2023-07-08,IA,0,2,2023-12-23-193441886768
2023-07-15,IA,0,2.333,2023-12-23-193441886768
2023-07-22,IA,4.762,4.333,2023-12-23-193441886768
2023-07-29,IA,4.762,4.333,2023-12-23-193441886768
2023-08-05,IA,4.762,4.333,2023-12-23-193441886768
2023-08-12,IA,0,3.667,2023-12-23-193441886768
2023-08-19,IA,0,4.333,2023-12-23-193441886768
2023-08-26,IA,0,6,2023-12-23-193441886768
2023-09-02,IA,0,5.333,2023-12-23-193441886768
2023-09-09,IA,0,17.333,2023-12-23-193441886768
2023-09-16,IA,0,25.333,2023-12-23-193441886768
2023-09-23,IA,1.55,38.667,2023-12-23-193441886768
2023-09-30,IA,1.55,37.333,2023-12-23-193441886768
2023-10-07,IA,1.55,39.333,2023-12-23-193441886768
2023-10-14,IA,0.794,39,2023-12-23-193441886768
2023-10-21,IA,3.824,45.333,2023-12-23-193441886768
2023-10-28,IA,12.713,47.333,2023-12-23-193441886768
2023-11-04,IA,14.245,47.667,2023-12-23-193441886768
2023-11-11,IA,19.26,48.667,2023-12-23-193441886768
2023-11-18,IA,11.272,46,2023-12-23-193441886768
2023-11-25,IA,11.65,56.333,2023-12-23-193441886768
2023-12-02,IA,7.188,68,2023-12-23-193441886768
2023-12-09,IA,8.697,83.333,2023-12-23-193441886768
2023-12-16,IA,8.991,88,2023-12-23-193441886768
2021-12-25,KS,8.333,0,2023-12-23-193441886768
2022-01-01,KS,8.333,0,2023-12-23-193441886768
2022-01-08,KS,0,0,2023-12-23-193441886768
2022-01-15,KS,2.222,0,2023-12-23-193441886768
2022-01-22,KS,2.222,0,2023-12-23-193441886768
2022-01-29,KS,2.222,0,2023-12-23-193441886768
2022-02-05,KS,4.167,0,2023-12-23-193441886768
2022-02-12,KS,4.167,0,2023-12-23-193441886768
2022-02-19,KS,4.167,0,2023-12-23-193441886768
2022-02-26,KS,0,0,2023-12-23-193441886768
2022-03-05,KS,0,0,2023-12-23-193441886768
2022-03-12,KS,0,0,2023-12-23-193441886768
2022-03-19,KS,0,0,2023-12-23-193441886768
2022-03-26,KS,0,0,2023-12-23-193441886768
2022-04-02,KS,0,0,2023-12-23-193441886768
2022-04-09,KS,0,0,2023-12-23-193441886768
2022-04-16,KS,0,0,2023-12-23-193441886768
2022-04-23,KS,0,0,2023-12-23-193441886768
2022-04-30,KS,0,0,2023-12-23-193441886768
2022-05-07,KS,11.111,0,2023-12-23-193441886768
2022-05-14,KS,0,0,2023-12-23-193441886768
2022-05-21,KS,0,0,2023-12-23-193441886768
2022-05-28,KS,0,0,2023-12-23-193441886768
2022-06-04,KS,0,0,2023-12-23-193441886768
2022-06-11,KS,0,0,2023-12-23-193441886768
2022-06-18,KS,0,0,2023-12-23-193441886768
2022-06-25,KS,0,0,2023-12-23-193441886768
2022-07-02,KS,0,0,2023-12-23-193441886768
2022-07-09,KS,0,0,2023-12-23-193441886768
2022-07-16,KS,0,0,2023-12-23-193441886768
2022-07-23,KS,0,0,2023-12-23-193441886768
2022-07-30,KS,0,0,2023-12-23-193441886768
2022-08-06,KS,0,0,2023-12-23-193441886768
2022-08-13,KS,0,0,2023-12-23-193441886768
2022-08-20,KS,0,0,2023-12-23-193441886768
2022-08-27,KS,0,0,2023-12-23-193441886768
2022-09-03,KS,0,0,2023-12-23-193441886768
2022-09-10,KS,0,0,2023-12-23-193441886768
2022-09-17,KS,0,0,2023-12-23-193441886768
2022-09-24,KS,0,0,2023-12-23-193441886768
2022-10-01,KS,0,0,2023-12-23-193441886768
2022-10-08,KS,0,0,2023-12-23-193441886768
2022-10-15,KS,0,0,2023-12-23-193441886768
2022-10-22,KS,0,0,2023-12-23-193441886768
2022-10-29,KS,0,0,2023-12-23-193441886768
2022-11-05,KS,0,0,2023-12-23-193441886768
2022-11-12,KS,77.778,0,2023-12-23-193441886768
2022-11-19,KS,61.111,0,2023-12-23-193441886768
2022-11-26,KS,66.667,0,2023-12-23-193441886768
2022-12-03,KS,0,0,2023-12-23-193441886768
2022-12-10,KS,0,0,2023-12-23-193441886768
2022-12-17,KS,0,0,2023-12-23-193441886768
2022-12-24,KS,0,0,2023-12-23-193441886768
2022-12-31,KS,0,0,2023-12-23-193441886768
2023-01-07,KS,0,0,2023-12-23-193441886768
2023-01-14,KS,0,0,2023-12-23-193441886768
2023-01-21,KS,0,0,2023-12-23-193441886768
2023-01-28,KS,0,0,2023-12-23-193441886768
2023-02-04,KS,0,0,2023-12-23-193441886768
2023-02-11,KS,0,0,2023-12-23-193441886768
2023-02-18,KS,0,0,2023-12-23-193441886768
2023-02-25,KS,0,0,2023-12-23-193441886768
2023-03-04,KS,0,0,2023-12-23-193441886768
2023-03-11,KS,0,0,2023-12-23-193441886768
2023-03-18,KS,0,0,2023-12-23-193441886768
2023-03-25,KS,0,0,2023-12-23-193441886768
2023-04-01,KS,0,0,2023-12-23-193441886768
2023-04-08,KS,0,0,2023-12-23-193441886768
2023-04-15,KS,0,0,2023-12-23-193441886768
2023-04-22,KS,0,0,2023-12-23-193441886768
2023-04-29,KS,0,0,2023-12-23-193441886768
2023-05-06,KS,0,0,2023-12-23-193441886768
2023-05-13,KS,0,0,2023-12-23-193441886768
2023-05-20,KS,0,0,2023-12-23-193441886768
2023-05-27,KS,0,0,2023-12-23-193441886768
2023-06-03,KS,0,0,2023-12-23-193441886768
2023-06-10,KS,0,0,2023-12-23-193441886768
2023-06-17,KS,0,0,2023-12-23-193441886768
2023-06-24,KS,0,0,2023-12-23-193441886768
2023-07-01,KS,0,0,2023-12-23-193441886768
2023-07-08,KS,0,0,2023-12-23-193441886768
2023-07-15,KS,0,0,2023-12-23-193441886768
2023-07-22,KS,0,0,2023-12-23-193441886768
2023-07-29,KS,0,0,2023-12-23-193441886768
2023-08-05,KS,0,0,2023-12-23-193441886768
2023-08-12,KS,0,0,2023-12-23-193441886768
2023-08-19,KS,0,0,2023-12-23-193441886768
2023-08-26,KS,0,0,2023-12-23-193441886768
2023-09-02,KS,0,0,2023-12-23-193441886768
2023-09-09,KS,0,0,2023-12-23-193441886768
2023-09-16,KS,0,0,2023-12-23-193441886768
2023-09-23,KS,0,0,2023-12-23-193441886768
2023-09-30,KS,0,0,2023-12-23-193441886768
2023-10-07,KS,0,0,2023-12-23-193441886768
2023-10-14,KS,0,0,2023-12-23-193441886768
2023-10-21,KS,0,0,2023-12-23-193441886768
2023-10-28,KS,0,0,2023-12-23-193441886768
2023-11-04,KS,0,0,2023-12-23-193441886768
2023-11-11,KS,0,0,2023-12-23-193441886768
2023-11-18,KS,0,0,2023-12-23-193441886768
2023-11-25,KS,0,0,2023-12-23-193441886768
2023-12-02,KS,0,0,2023-12-23-193441886768
2023-12-09,KS,0,0,2023-12-23-193441886768
2023-12-16,KS,0,0,2023-12-23-193441886768
2021-12-25,KY,0,0,2023-12-23-193441886768
2022-01-01,KY,0,0,2023-12-23-193441886768
2022-01-08,KY,0,0,2023-12-23-193441886768
2022-01-15,KY,0,0,2023-12-23-193441886768
2022-01-22,KY,0,0,2023-12-23-193441886768
2022-01-29,KY,0,0,2023-12-23-193441886768
2022-02-05,KY,0,0,2023-12-23-193441886768
2022-02-12,KY,0,0,2023-12-23-193441886768
2022-02-19,KY,0,0,2023-12-23-193441886768
2022-02-26,KY,0,0,2023-12-23-193441886768
2022-03-05,KY,0,0,2023-12-23-193441886768
2022-03-12,KY,0,0,2023-12-23-193441886768
2022-03-19,KY,0,0,2023-12-23-193441886768
2022-03-26,KY,0,0,2023-12-23-193441886768
2022-04-02,KY,0,0,2023-12-23-193441886768
2022-04-09,KY,0,0,2023-12-23-193441886768
2022-04-16,KY,0,0,2023-12-23-193441886768
2022-04-23,KY,0,0,2023-12-23-193441886768
2022-04-30,KY,0,0,2023-12-23-193441886768
2022-05-07,KY,0,0,2023-12-23-193441886768
2022-05-14,KY,0,0,2023-12-23-193441886768
2022-05-21,KY,0,0,2023-12-23-193441886768
2022-05-28,KY,0,0,2023-12-23-193441886768
2022-06-04,KY,0,0,2023-12-23-193441886768
2022-06-11,KY,0,0,2023-12-23-193441886768
2022-06-18,KY,0,0,2023-12-23-193441886768
2022-06-25,KY,0,0,2023-12-23-193441886768
2022-07-02,KY,0,0,2023-12-23-193441886768
2022-07-09,KY,0,0,2023-12-23-193441886768
2022-07-16,KY,0,0,2023-12-23-193441886768
2022-07-23,KY,0,0,2023-12-23-193441886768
2022-07-30,KY,0,0,2023-12-23-193441886768
2022-08-06,KY,0,0,2023-12-23-193441886768
2022-08-13,KY,0,0,2023-12-23-193441886768
2022-08-20,KY,0,0,2023-12-23-193441886768
2022-08-27,KY,0,0,2023-12-23-193441886768
2022-09-03,KY,0,0,2023-12-23-193441886768
2022-09-10,KY,0,0,2023-12-23-193441886768
2022-09-17,KY,0,0,2023-12-23-193441886768
2022-09-24,KY,0,0,2023-12-23-193441886768
2022-10-01,KY,0,0,2023-12-23-193441886768
2022-10-08,KY,0,0,2023-12-23-193441886768
2022-10-15,KY,0,0,2023-12-23-193441886768
2022-10-22,KY,0,0,2023-12-23-193441886768
2022-10-29,KY,0,0,2023-12-23-193441886768
2022-11-05,KY,0,0,2023-12-23-193441886768
2022-11-12,KY,0,0,2023-12-23-193441886768
2022-11-19,KY,0,0,2023-12-23-193441886768
2022-11-26,KY,0,0,2023-12-23-193441886768
2022-12-03,KY,0,0,2023-12-23-193441886768
2022-12-10,KY,0,0,2023-12-23-193441886768
2022-12-17,KY,0,0,2023-12-23-193441886768
2022-12-24,KY,0,0,2023-12-23-193441886768
2022-12-31,KY,0,0,2023-12-23-193441886768
2023-01-07,KY,0,0,2023-12-23-193441886768
2023-01-14,KY,0,0,2023-12-23-193441886768
2023-01-21,KY,0,0,2023-12-23-193441886768
2023-01-28,KY,0,0,2023-12-23-193441886768
2023-02-04,KY,0,0,2023-12-23-193441886768
2023-02-11,KY,0,0,2023-12-23-193441886768
2023-02-18,KY,0,0,2023-12-23-193441886768
2023-02-25,KY,0,0,2023-12-23-193441886768
2023-03-04,KY,0,0,2023-12-23-193441886768
2023-03-11,KY,0,0,2023-12-23-193441886768
2023-03-18,KY,0,0,2023-12-23-193441886768
2023-03-25,KY,0,0,2023-12-23-193441886768
2023-04-01,KY,0,0,2023-12-23-193441886768
2023-04-08,KY,0,0,2023-12-23-193441886768
