week,state,antigen_detections,pcr_detections,update_dts
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,DE,0,0,2023-07-20-091818
,GA,117.8,88,2023-07-20-091818
,GA,127.6,101.8,2023-07-20-091818
,GA,127.6,83.6,2023-07-20-091818
,GA,119.6,83.4,2023-07-20-091818
,GA,109.8,76.4,2023-07-20-091818
,GA,103.8,95,2023-07-20-091818
,GA,84.8,80.8,2023-07-20-091818
,GA,77,95.6,2023-07-20-091818
,GA,71.8,98.4,2023-07-20-091818
,GA,72,98.2,2023-07-20-091818
,GA,65,94.6,2023-07-20-091818
,GA,67.8,93,2023-07-20-091818
,GA,69.4,88.4,2023-07-20-091818
,GA,74.4,75.6,2023-07-20-091818
,GA,73,71.8,2023-07-20-091818
,GA,74,60.6,2023-07-20-091818
,GA,68.2,57,2023-07-20-091818
,GA,67.6,52,2023-07-20-091818
,GA,62.4,49.2,2023-07-20-091818
,GA,57,43.4,2023-07-20-091818
,GA,54.6,47.8,2023-07-20-091818
,GA,52.2,44.4,2023-07-20-091818
,GA,44.6,43.4,2023-07-20-091818
,GA,36.2,37.2,2023-07-20-091818
,GA,27.8,29.2,2023-07-20-091818
,GA,16.8,21.6,2023-07-20-091818
,GA,10.6,15.8,2023-07-20-091818
,GA,5.8,11.8,2023-07-20-091818
,GA,3.2,8.2,2023-07-20-091818
,GA,3.4,6.8,2023-07-20-091818
,GA,4.2,6.6,2023-07-20-091818
,GA,4,6,2023-07-20-091818
,GA,4.6,6.4,2023-07-20-091818
,GA,4.4,8.4,2023-07-20-091818
,GA,4.2,8.2,2023-07-20-091818
,GA,3.4,9.4,2023-07-20-091818
,GA,4.2,11.4,2023-07-20-091818
,GA,5,12.4,2023-07-20-091818
,GA,8.2,17.8,2023-07-20-091818
,GA,11,25.4,2023-07-20-091818
,GA,15.4,34.2,2023-07-20-091818
,GA,19.4,45.2,2023-07-20-091818
,GA,25.2,63.6,2023-07-20-091818
,GA,32.4,80.4,2023-07-20-091818
,GA,38.4,95.8,2023-07-20-091818
,GA,42.6,111.4,2023-07-20-091818
,GA,46.8,106.4,2023-07-20-091818
,GA,47.6,108.4,2023-07-20-091818
,GA,45.6,107.8,2023-07-20-091818
,GA,43.6,89.2,2023-07-20-091818
,GA,44,88.8,2023-07-20-091818
,GA,46.6,81.4,2023-07-20-091818
,GA,44.8,83.8,2023-07-20-091818
,GA,45.8,87.4,2023-07-20-091818
,GA,52.8,89.2,2023-07-20-091818
,GA,57.2,96.8,2023-07-20-091818
,GA,66,131,2023-07-20-091818
,GA,83.6,160,2023-07-20-091818
,GA,106.2,189.4,2023-07-20-091818
,GA,125.6,249.8,2023-07-20-091818
,GA,153.4,272.6,2023-07-20-091818
,GA,168.8,293.6,2023-07-20-091818
,GA,188.8,251,2023-07-20-091818
,GA,188,235.2,2023-07-20-091818
,GA,181.8,177,2023-07-20-091818
,GA,172.2,151.4,2023-07-20-091818
,GA,158.2,126.2,2023-07-20-091818
,GA,132.2,133.2,2023-07-20-091818
,GA,114.6,111.8,2023-07-20-091818
,GA,105.2,112.2,2023-07-20-091818
,GA,84.4,88.8,2023-07-20-091818
,GA,73.8,61.8,2023-07-20-091818
,GA,68.4,47.4,2023-07-20-091818
,GA,68.6,32.8,2023-07-20-091818
,GA,60.8,27,2023-07-20-091818
,GA,55.8,27.4,2023-07-20-091818
,GA,50.8,25.2,2023-07-20-091818
,GA,43.6,26.6,2023-07-20-091818
,GA,35.2,28,2023-07-20-091818
,GA,28.2,30.6,2023-07-20-091818
,GA,28,26,2023-07-20-091818
,GA,24.2,25.4,2023-07-20-091818
,GA,21.6,20.8,2023-07-20-091818
,GA,19,16,2023-07-20-091818
,GA,18.6,12.6,2023-07-20-091818
,GA,13.8,11.6,2023-07-20-091818
,GA,12.8,10.8,2023-07-20-091818
,GA,10.4,11,2023-07-20-091818
,GA,8.2,11.6,2023-07-20-091818
,GA,5.2,8.4,2023-07-20-091818
,GA,4,7,2023-07-20-091818
,GA,2.4,6,2023-07-20-091818
,GA,2.4,6.8,2023-07-20-091818
,GA,3,6.4,2023-07-20-091818
,GA,3.8,7.2,2023-07-20-091818
,GA,4.2,9.2,2023-07-20-091818
,GA,5.6,10.4,2023-07-20-091818
,GA,6.2,8.8,2023-07-20-091818
,GA,6.4,10,2023-07-20-091818
,GA,7,9.8,2023-07-20-091818
,GA,7.6,7.4,2023-07-20-091818
,GA,7.5,5.8,2023-07-20-091818
,GA,8,6.5,2023-07-20-091818
,GA,0,3.667,2023-07-20-091818
,HI,0,2.6,2023-07-20-091818
,HI,0,4.2,2023-07-20-091818
,HI,0,5.2,2023-07-20-091818
,HI,0,6,2023-07-20-091818
,HI,0,6.2,2023-07-20-091818
,HI,0,6.4,2023-07-20-091818
,HI,0,6.2,2023-07-20-091818
,HI,0,9.2,2023-07-20-091818
,HI,0,13.6,2023-07-20-091818
,HI,0,19.6,2023-07-20-091818
,HI,0,24,2023-07-20-091818
,HI,0,29.2,2023-07-20-091818
,HI,0,31.6,2023-07-20-091818
,HI,0,31.8,2023-07-20-091818
,HI,0,31.4,2023-07-20-091818
,HI,0,33.6,2023-07-20-091818
,HI,0,32.6,2023-07-20-091818
,HI,0,33.2,2023-07-20-091818
,HI,0,35.8,2023-07-20-091818
,HI,0,39.8,2023-07-20-091818
,HI,0,40,2023-07-20-091818
,HI,0,52.2,2023-07-20-091818
,HI,0,59,2023-07-20-091818
,HI,0,58.4,2023-07-20-091818
,HI,0,54.2,2023-07-20-091818
,HI,0,48.4,2023-07-20-091818
,HI,0,31.6,2023-07-20-091818
,HI,0,19,2023-07-20-091818
,HI,0,14.8,2023-07-20-091818
,HI,0,10.4,2023-07-20-091818
,HI,0,10.6,2023-07-20-091818
,HI,0,10.6,2023-07-20-091818
,HI,0,11.2,2023-07-20-091818
,HI,0,8.8,2023-07-20-091818
,HI,0,7.6,2023-07-20-091818
,HI,0,7.2,2023-07-20-091818
,HI,0,6.8,2023-07-20-091818
,HI,0,6.6,2023-07-20-091818
,HI,0,6.8,2023-07-20-091818
,HI,0,7.6,2023-07-20-091818
,HI,0,7.2,2023-07-20-091818
,HI,0,8.4,2023-07-20-091818
,HI,0,8.8,2023-07-20-091818
,HI,0,10.6,2023-07-20-091818
,HI,0,11,2023-07-20-091818
,HI,0,11.2,2023-07-20-091818
,HI,0,10.6,2023-07-20-091818
,HI,0,10,2023-07-20-091818
,HI,0,9.2,2023-07-20-091818
,HI,0,11.4,2023-07-20-091818
,HI,0,14,2023-07-20-091818
,HI,0,16.4,2023-07-20-091818
,HI,0,19.8,2023-07-20-091818
,HI,0,25.6,2023-07-20-091818
,HI,0,30.6,2023-07-20-091818
,HI,0,34.6,2023-07-20-091818
,HI,0,47,2023-07-20-091818
,HI,0,60.6,2023-07-20-091818
,HI,0,75,2023-07-20-091818
,HI,0,106.4,2023-07-20-091818
,HI,0,152.2,2023-07-20-091818
,HI,0,192.6,2023-07-20-091818
,HI,0,255.4,2023-07-20-091818
,HI,0,310.4,2023-07-20-091818
,HI,0,366.6,2023-07-20-091818
,HI,0,399.2,2023-07-20-091818
,HI,0,411,2023-07-20-091818
,HI,0,387.6,2023-07-20-091818
,HI,0,338.4,2023-07-20-091818
,HI,0,276.4,2023-07-20-091818
,HI,0,207,2023-07-20-091818
,HI,0,156.8,2023-07-20-091818
,HI,0,112.6,2023-07-20-091818
,HI,0,96,2023-07-20-091818
,HI,0,73.2,2023-07-20-091818
,HI,0,64.4,2023-07-20-091818
,HI,0,51.6,2023-07-20-091818
,HI,0,45,2023-07-20-091818
,HI,0,40,2023-07-20-091818
,HI,0,32.2,2023-07-20-091818
,HI,0,26.8,2023-07-20-091818
,HI,0,27.2,2023-07-20-091818
,HI,0,24,2023-07-20-091818
,HI,0,20.2,2023-07-20-091818
,HI,0,18.6,2023-07-20-091818
,HI,0,17.2,2023-07-20-091818
,HI,0,15.2,2023-07-20-091818
,HI,0,13.6,2023-07-20-091818
,HI,0,13.6,2023-07-20-091818
,HI,0,14.4,2023-07-20-091818
,HI,0,14,2023-07-20-091818
,HI,0,12,2023-07-20-091818
,HI,0,12,2023-07-20-091818
,HI,0,12.2,2023-07-20-091818
,HI,0,10.6,2023-07-20-091818
,HI,0,10.2,2023-07-20-091818
,HI,0,8.6,2023-07-20-091818
,HI,0,7.6,2023-07-20-091818
,HI,0,5.8,2023-07-20-091818
,HI,0,7,2023-07-20-091818
,HI,0,6.2,2023-07-20-091818
,HI,0,6.2,2023-07-20-091818
,HI,0,6,2023-07-20-091818
,HI,0,6,2023-07-20-091818
,ID,0.2,0.6,2023-07-20-091818
,ID,0.2,0.6,2023-07-20-091818
,ID,0,0.6,2023-07-20-091818
,ID,0,0.6,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0.2,0.2,2023-07-20-091818
,ID,0.2,0.2,2023-07-20-091818
,ID,0.2,0.2,2023-07-20-091818
,ID,0.2,0.4,2023-07-20-091818
,ID,0.2,0.8,2023-07-20-091818
,ID,0.8,2.2,2023-07-20-091818
,ID,2.2,3.8,2023-07-20-091818
,ID,3.4,4.2,2023-07-20-091818
,ID,4.2,7.8,2023-07-20-091818
,ID,5.2,11.8,2023-07-20-091818
,ID,5.8,18.4,2023-07-20-091818
,ID,5.4,26.4,2023-07-20-091818
,ID,5.4,34.4,2023-07-20-091818
,ID,5.6,37.4,2023-07-20-091818
,ID,5.8,38.8,2023-07-20-091818
,ID,4.6,37.2,2023-07-20-091818
,ID,3.6,31.6,2023-07-20-091818
,ID,2.4,28.8,2023-07-20-091818
,ID,1.4,24.2,2023-07-20-091818
,ID,0.2,18.8,2023-07-20-091818
,ID,0,13,2023-07-20-091818
,ID,0,9.4,2023-07-20-091818
,ID,0,4,2023-07-20-091818
,ID,0,2.2,2023-07-20-091818
,ID,0,1.8,2023-07-20-091818
,ID,0.2,1.2,2023-07-20-091818
,ID,0.2,0.8,2023-07-20-091818
,ID,0.2,0.8,2023-07-20-091818
,ID,0.2,0.2,2023-07-20-091818
,ID,0.2,0.2,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0.4,2023-07-20-091818
,ID,0,0.4,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,1.6,2023-07-20-091818
,ID,0.6,4.2,2023-07-20-091818
,ID,1,10.4,2023-07-20-091818
,ID,1,22,2023-07-20-091818
,ID,2.2,38,2023-07-20-091818
,ID,4.4,47.8,2023-07-20-091818
,ID,4,59,2023-07-20-091818
,ID,4.2,66.4,2023-07-20-091818
,ID,4.2,65,2023-07-20-091818
,ID,3.4,60,2023-07-20-091818
,ID,1.2,54.6,2023-07-20-091818
,ID,1,44.4,2023-07-20-091818
,ID,0.4,32.6,2023-07-20-091818
,ID,0.4,25.2,2023-07-20-091818
,ID,0.2,16.2,2023-07-20-091818
,ID,0.2,11.2,2023-07-20-091818
,ID,0.2,8.8,2023-07-20-091818
,ID,0.2,7.8,2023-07-20-091818
,ID,0.2,5.2,2023-07-20-091818
,ID,0,3.8,2023-07-20-091818
,ID,0,3.6,2023-07-20-091818
,ID,0,2.4,2023-07-20-091818
,ID,0,2.2,2023-07-20-091818
,ID,0,2,2023-07-20-091818
,ID,0,1.6,2023-07-20-091818
,ID,0,0.8,2023-07-20-091818
,ID,0,0.8,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0.2,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,ID,0,0,2023-07-20-091818
,IL,0,11,2023-07-20-091818
,IL,0,16.4,2023-07-20-091818
,IL,0,21.6,2023-07-20-091818
,IL,0,30,2023-07-20-091818
,IL,0,39.4,2023-07-20-091818
,IL,0,42.4,2023-07-20-091818
,IL,0,47.8,2023-07-20-091818
,IL,0,50.4,2023-07-20-091818
,IL,0,47.4,2023-07-20-091818
,IL,0,42.6,2023-07-20-091818
,IL,0,41.4,2023-07-20-091818
,IL,0,34,2023-07-20-091818
,IL,0,28,2023-07-20-091818
,IL,0,26.6,2023-07-20-091818
,IL,0,24.2,2023-07-20-091818
,IL,0,21.6,2023-07-20-091818
,IL,0,19.2,2023-07-20-091818
,IL,0,21,2023-07-20-091818
,IL,0,19.8,2023-07-20-091818
,IL,0,18.2,2023-07-20-091818
,IL,0,15.6,2023-07-20-091818
,IL,0,15.4,2023-07-20-091818
,IL,0,13.4,2023-07-20-091818
,IL,0,10.8,2023-07-20-091818
,IL,0,8,2023-07-20-091818
,IL,0,6.4,2023-07-20-091818
,IL,0,5,2023-07-20-091818
,IL,0,2.6,2023-07-20-091818
,IL,0,2,2023-07-20-091818
,IL,0,2.2,2023-07-20-091818
,IL,0,2.2,2023-07-20-091818
,IL,0,2.2,2023-07-20-091818
,IL,0,3.2,2023-07-20-091818
,IL,0,3.4,2023-07-20-091818
,IL,0,5.2,2023-07-20-091818
,IL,0,5.2,2023-07-20-091818
,IL,0,6.2,2023-07-20-091818
,IL,0,6.4,2023-07-20-091818
,IL,0,7.6,2023-07-20-091818
,IL,0,5.6,2023-07-20-091818
,IL,0,8.4,2023-07-20-091818
,IL,0,8.4,2023-07-20-091818
,IL,0,8.2,2023-07-20-091818
,IL,0,7.4,2023-07-20-091818
,IL,0,7.2,2023-07-20-091818
,IL,0,4.8,2023-07-20-091818
,IL,0,4.4,2023-07-20-091818
,IL,0,4.6,2023-07-20-091818
,IL,0,4,2023-07-20-091818
,IL,0,4.2,2023-07-20-091818
,IL,0,4.4,2023-07-20-091818
,IL,0,4.4,2023-07-20-091818
,IL,0,4.2,2023-07-20-091818
,IL,0,4.8,2023-07-20-091818
,IL,0,4.8,2023-07-20-091818
,IL,0,5.4,2023-07-20-091818
,IL,0,7,2023-07-20-091818
,IL,0,7.8,2023-07-20-091818
,IL,0,11,2023-07-20-091818
,IL,0,18,2023-07-20-091818
,IL,0,24.4,2023-07-20-091818
,IL,0,41.6,2023-07-20-091818
,IL,0,66.6,2023-07-20-091818
,IL,0,92.8,2023-07-20-091818
,IL,0,121.8,2023-07-20-091818
,IL,0,158,2023-07-20-091818
,IL,0,171,2023-07-20-091818
,IL,0,171.2,2023-07-20-091818
,IL,0,155,2023-07-20-091818
,IL,0,133.8,2023-07-20-091818
,IL,0,101.8,2023-07-20-091818
,IL,0,75.4,2023-07-20-091818
,IL,0,54.2,2023-07-20-091818
,IL,0,42.6,2023-07-20-091818
,IL,0,31.6,2023-07-20-091818
,IL,0,22.8,2023-07-20-091818
,IL,0,18.8,2023-07-20-091818
,IL,0,16,2023-07-20-091818
,IL,0,16.2,2023-07-20-091818
,IL,0,13.4,2023-07-20-091818
,IL,0,11.2,2023-07-20-091818
,IL,0,10.4,2023-07-20-091818
,IL,0,9.2,2023-07-20-091818
,IL,0,7.8,2023-07-20-091818
,IL,0,8.6,2023-07-20-091818
,IL,0,7.2,2023-07-20-091818
,IL,0,6,2023-07-20-091818
,IL,0,4.2,2023-07-20-091818
,IL,0,2.8,2023-07-20-091818
,IL,0,0.4,2023-07-20-091818
,IL,0,0.6,2023-07-20-091818
,IL,0,0.4,2023-07-20-091818
,IL,0,0.6,2023-07-20-091818
,IL,0,0.6,2023-07-20-091818
,IL,0,0.6,2023-07-20-091818
,IL,0,0.6,2023-07-20-091818
,IL,0,0.6,2023-07-20-091818
,IL,0,0.4,2023-07-20-091818
,IL,0,0.8,2023-07-20-091818
,IL,0,0.6,2023-07-20-091818
,IL,0,0.4,2023-07-20-091818
,IL,0,0.4,2023-07-20-091818
,IL,0,0.5,2023-07-20-091818
,IL,0,0,2023-07-20-091818
,IN,0,31.8,2023-07-20-091818
,IN,0,39.2,2023-07-20-091818
,IN,0,43.4,2023-07-20-091818
,IN,0,47.6,2023-07-20-091818
,IN,0,49.8,2023-07-20-091818
,IN,0,50,2023-07-20-091818
,IN,0,48.2,2023-07-20-091818
,IN,0,44.8,2023-07-20-091818
,IN,0,41.4,2023-07-20-091818
,IN,0,39.2,2023-07-20-091818
,IN,0,34.8,2023-07-20-091818
,IN,0,31,2023-07-20-091818
,IN,0,31.8,2023-07-20-091818
,IN,0,26.6,2023-07-20-091818
,IN,0,22.4,2023-07-20-091818
,IN,0,24.6,2023-07-20-091818
,IN,0,23.6,2023-07-20-091818
,IN,0,23,2023-07-20-091818
,IN,0,24,2023-07-20-091818
,IN,0,25.6,2023-07-20-091818
,IN,0,23,2023-07-20-091818
,IN,0,21.6,2023-07-20-091818
,IN,0,21.2,2023-07-20-091818
,IN,0,18.4,2023-07-20-091818
,IN,0,14.4,2023-07-20-091818
,IN,0,11.2,2023-07-20-091818
,IN,0,8,2023-07-20-091818
,IN,0,4.6,2023-07-20-091818
,IN,0,3.8,2023-07-20-091818
,IN,0,3.4,2023-07-20-091818
,IN,0,3,2023-07-20-091818
,IN,0,3.4,2023-07-20-091818
,IN,0,3,2023-07-20-091818
,IN,0,2.6,2023-07-20-091818
,IN,0,2.6,2023-07-20-091818
,IN,0,2.6,2023-07-20-091818
,IN,0,2.2,2023-07-20-091818
,IN,0,2,2023-07-20-091818
,IN,0,2.2,2023-07-20-091818
,IN,0,2,2023-07-20-091818
,IN,0,2.8,2023-07-20-091818
,IN,0,2.8,2023-07-20-091818
,IN,0,3,2023-07-20-091818
,IN,0,2.8,2023-07-20-091818
,IN,0,3.6,2023-07-20-091818
,IN,0,3,2023-07-20-091818
,IN,0,4.6,2023-07-20-091818
,IN,0,4.8,2023-07-20-091818
,IN,0,4.8,2023-07-20-091818
,IN,0,5,2023-07-20-091818
,IN,0,5.8,2023-07-20-091818
,IN,0,5,2023-07-20-091818
,IN,0,6.2,2023-07-20-091818
,IN,0,6.6,2023-07-20-091818
,IN,0,5.4,2023-07-20-091818
,IN,0,5.8,2023-07-20-091818
,IN,0,8.2,2023-07-20-091818
,IN,0,10.2,2023-07-20-091818
,IN,0,14,2023-07-20-091818
,IN,0,21.6,2023-07-20-091818
,IN,0,27.6,2023-07-20-091818
,IN,0,38.8,2023-07-20-091818
,IN,0,47.4,2023-07-20-091818
,IN,0,56.6,2023-07-20-091818
,IN,0,58.6,2023-07-20-091818
,IN,0,71.6,2023-07-20-091818
,IN,0,70,2023-07-20-091818
,IN,0,69.2,2023-07-20-091818
,IN,0,64.2,2023-07-20-091818
,IN,0,63.8,2023-07-20-091818
,IN,0,48,2023-07-20-091818
,IN,0,38.4,2023-07-20-091818
,IN,0,32.2,2023-07-20-091818
,IN,0,26.4,2023-07-20-091818
,IN,0,20.6,2023-07-20-091818
,IN,0,20.6,2023-07-20-091818
,IN,0,18.8,2023-07-20-091818
,IN,0,13.6,2023-07-20-091818
,IN,0,13.8,2023-07-20-091818
,IN,0,11.6,2023-07-20-091818
,IN,0,7.4,2023-07-20-091818
,IN,0,7.2,2023-07-20-091818
,IN,0,7.2,2023-07-20-091818
,IN,0,4.6,2023-07-20-091818
,IN,0,3.2,2023-07-20-091818
,IN,0,2.4,2023-07-20-091818
,IN,0,1.6,2023-07-20-091818
,IN,0,1.8,2023-07-20-091818
,IN,0,1.6,2023-07-20-091818
,IN,0,1.8,2023-07-20-091818
,IN,0,2.4,2023-07-20-091818
,IN,0,1.8,2023-07-20-091818
,IN,0,2,2023-07-20-091818
,IN,0,1.8,2023-07-20-091818
,IN,0,1.8,2023-07-20-091818
,IN,0,1.2,2023-07-20-091818
,IN,0,1.2,2023-07-20-091818
,IN,0,0.8,2023-07-20-091818
,IN,0,1.2,2023-07-20-091818
,IN,0,1.6,2023-07-20-091818
,IN,0,1.6,2023-07-20-091818
,IN,0,1.6,2023-07-20-091818
,IN,0,1.75,2023-07-20-091818
,IN,0,1.333,2023-07-20-091818
,IA,6.4,120.4,2023-07-20-091818
,IA,14.2,159.4,2023-07-20-091818
,IA,20.6,213.4,2023-07-20-091818
,IA,28.2,250.6,2023-07-20-091818
,IA,29.6,293.2,2023-07-20-091818
,IA,33.8,315.4,2023-07-20-091818
,IA,33,329.4,2023-07-20-091818
,IA,31.6,311.4,2023-07-20-091818
,IA,25.6,288.8,2023-07-20-091818
,IA,26.4,260.2,2023-07-20-091818
,IA,22.4,230.2,2023-07-20-091818
,IA,17.4,199.2,2023-07-20-091818
,IA,14,186.8,2023-07-20-091818
,IA,11.6,172.4,2023-07-20-091818
,IA,7,152.8,2023-07-20-091818
,IA,5.4,143.6,2023-07-20-091818
,IA,3.8,130.4,2023-07-20-091818
,IA,2.2,128.4,2023-07-20-091818
,IA,1.6,120.2,2023-07-20-091818
,IA,1.6,117.8,2023-07-20-091818
,IA,1.2,110.2,2023-07-20-091818
,IA,1,107,2023-07-20-091818
,IA,1,93.8,2023-07-20-091818
,IA,0.8,86.4,2023-07-20-091818
,IA,0.8,73.2,2023-07-20-091818
,IA,0.6,60.6,2023-07-20-091818
,IA,0.4,44.2,2023-07-20-091818
,IA,0.6,31.6,2023-07-20-091818
,IA,0.8,22.6,2023-07-20-091818
,IA,1,16.2,2023-07-20-091818
,IA,1,14.4,2023-07-20-091818
,IA,1.4,13.8,2023-07-20-091818
,IA,1,13,2023-07-20-091818
,IA,0.8,11.4,2023-07-20-091818
,IA,0.8,10,2023-07-20-091818
,IA,0.8,8.8,2023-07-20-091818
,IA,0.4,7.6,2023-07-20-091818
,IA,0.4,5.2,2023-07-20-091818
,IA,0.2,5.4,2023-07-20-091818
,IA,0,4.8,2023-07-20-091818
,IA,0,5.2,2023-07-20-091818
,IA,0.2,6.6,2023-07-20-091818
,IA,0.2,6.6,2023-07-20-091818
,IA,0.2,7.8,2023-07-20-091818
,IA,0.2,9.8,2023-07-20-091818
,IA,0.2,10.2,2023-07-20-091818
,IA,0,10.4,2023-07-20-091818
,IA,0,11.6,2023-07-20-091818
,IA,0,14.2,2023-07-20-091818
,IA,0,14.6,2023-07-20-091818
,IA,0.4,14,2023-07-20-091818
,IA,0.6,14.4,2023-07-20-091818
,IA,0.8,17.6,2023-07-20-091818
,IA,1,17,2023-07-20-091818
,IA,1.2,17.4,2023-07-20-091818
,IA,0.8,19.4,2023-07-20-091818
,IA,0.6,19.4,2023-07-20-091818
,IA,0.4,20.8,2023-07-20-091818
,IA,0.2,22.6,2023-07-20-091818
,IA,0,30.2,2023-07-20-091818
,IA,0,44,2023-07-20-091818
,IA,0,62,2023-07-20-091818
,IA,0,90.4,2023-07-20-091818
,IA,1.6,133.8,2023-07-20-091818
,IA,3.2,188.4,2023-07-20-091818
,IA,9.6,294.2,2023-07-20-091818
,IA,13.4,417.6,2023-07-20-091818
,IA,16.4,537.2,2023-07-20-091818
,IA,18.6,637.4,2023-07-20-091818
,IA,21.4,719,2023-07-20-091818
,IA,23.6,697.2,2023-07-20-091818
,IA,22,628.6,2023-07-20-091818
,IA,20.4,516.8,2023-07-20-091818
,IA,18.2,399.2,2023-07-20-091818
,IA,14.8,274.2,2023-07-20-091818
,IA,6.8,186.8,2023-07-20-091818
,IA,4.6,121.4,2023-07-20-091818
,IA,3.4,90,2023-07-20-091818
,IA,1.8,65.4,2023-07-20-091818
,IA,0.8,49.4,2023-07-20-091818
,IA,0.4,40.4,2023-07-20-091818
,IA,0.4,34.6,2023-07-20-091818
,IA,0.6,29.4,2023-07-20-091818
,IA,0.6,24.6,2023-07-20-091818
,IA,0.6,22.8,2023-07-20-091818
,IA,0.4,19.6,2023-07-20-091818
,IA,0.4,18.2,2023-07-20-091818
,IA,0,13.4,2023-07-20-091818
,IA,0,12.4,2023-07-20-091818
,IA,0.2,8.4,2023-07-20-091818
,IA,0.2,7,2023-07-20-091818
,IA,0.2,4,2023-07-20-091818
,IA,0.2,3,2023-07-20-091818
,IA,0.2,1.8,2023-07-20-091818
,IA,0.2,1.4,2023-07-20-091818
,IA,0.2,1.2,2023-07-20-091818
,IA,0.2,1.2,2023-07-20-091818
,IA,0.2,1.4,2023-07-20-091818
,IA,0.2,1.2,2023-07-20-091818
,IA,0,1.2,2023-07-20-091818
,IA,0,1.2,2023-07-20-091818
,IA,0,0.6,2023-07-20-091818
,IA,0,0.25,2023-07-20-091818
,IA,0,0,2023-07-20-091818
,KS,0,6,2023-07-20-091818
,KS,0,7.8,2023-07-20-091818
,KS,0,10.4,2023-07-20-091818
,KS,0,15.8,2023-07-20-091818
,KS,0,20.6,2023-07-20-091818
,KS,0,23.4,2023-07-20-091818
,KS,0,29,2023-07-20-091818
,KS,0,31.6,2023-07-20-091818
,KS,0,30.4,2023-07-20-091818
,KS,0,29.8,2023-07-20-091818
,KS,0,29,2023-07-20-091818
,KS,0,24.6,2023-07-20-091818
,KS,0,22,2023-07-20-091818
,KS,0,20.4,2023-07-20-091818
,KS,0,18.2,2023-07-20-091818
,KS,0,16.8,2023-07-20-091818
,KS,0,15.2,2023-07-20-091818
,KS,0,13,2023-07-20-091818
,KS,0,11.6,2023-07-20-091818
,KS,0,9.4,2023-07-20-091818
,KS,0,8,2023-07-20-091818
,KS,0,7,2023-07-20-091818
,KS,0,6.6,2023-07-20-091818
,KS,0,4.6,2023-07-20-091818
,KS,0,4,2023-07-20-091818
,KS,0,3.6,2023-07-20-091818
,KS,0,4,2023-07-20-091818
,KS,0,2.8,2023-07-20-091818
,KS,0,2.4,2023-07-20-091818
,KS,0,2,2023-07-20-091818
,KS,0,1.6,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
